id,date_created,response_status,funded_past_3_yrs,applied_not_funded,org_role,org_role_other_txt,primary_focus,primary_focus_other_txt,postal_code,purpose,confident_in_mac_ability,deadline_comms,guidelines_comms,manipogo,trasparent_granting,response_enquiries,response_results,feedback,complaints_process,improve,connection_to_arts_community,disconnect_explain_txt,rank_advocacy,rank_measure_impact,rank_board_trg,rank_financial_trg,rank_leadership_trg,rank_shared_services,rank_loan_access,rank_networking,rank_marketing,future_impact_txt,comments_txt,funded_status,role_grouped,fsa,.row_id,region,location
118979844528,2025-10-20,completed,Yes,No,Individual Artist,NA,Theatre,NA,R2H2L3,NA,Don’t know enough to answer,Excellent,Good,Good,Good,Don't know,Good,Don't know,Don't know,NA,Connected,NA,2,3,7,5,6,4,9,1,8,NA,NA,Funded,Individual,R2H,189,Capital Region,Winnipeg Area
118979840395,2025-10-20,completed,No,No,Individual Artist,NA,Visual Arts,NA,R3L0N4,Study grants ,Very confident,Excellent,Fair,Good,Fair,Excellent,Good,Good,Good,NA,Very connected,NA,2,1,3,5,7,8,6,4,9,NA,NA,"Did not apply, not funded",Individual,R3L,190,Capital Region,Winnipeg Area
118979840099,2025-10-20,partial,No,No,Individual Artist,NA,Theatre,NA,R2H1E5,To provide funding to artists and arts organizations ,Confident,Good,Fair,Fair,Fair,Good,Good,Don't know,Don't know,Go back to basing granting decisions on artistic merit first and foremost,Disconnected,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,"Did not apply, not funded",Individual,R2H,191,Capital Region,Winnipeg Area
118979839864,2025-10-20,completed,Yes,Yes,Individual Artist,NA,Theatre,NA,R3G2R9,"That MAC will provide funding to help make work possible for professional Manitoban artists. To provide support, accessibility, and stability for those pursuing their arts professionally. ",Not very confident,Good,Good,Poor,Poor,Good,Poor,Poor,Good,"MAC's grant applications are extensive and extremely time consuming, repetitive, and the portal often does not feel user friendly. This is consistent if you are applying for $15000 or $1000. It makes it very difficult to apply for a small boost when hours are required to do so. In comparison a MAC grant often feels heavier than a Cnd Council grant application and the potential funds are drastically different. Again, one may be upwards of $60,000 and MAC is offering $1500 but demanding the same amount of time and. We are not paid for the hours we spend on grants and with no guarantee of securing those funds.",Disconnected,"I think MAC has championed some important initiatives including diversity and accessibility, however I also feel like that has come at the expense of progressive and growth opportunities. Funding is going to new artists for new works, but funding often doesn't allow for the revisiting of a project, so we are seeing projects launch and then disappear. They do not develop and grow. Funding often doesn't go to small professional organizations or indie organizations that would and have provided experience to those new artists MAC is championing, so these artists get an initial boost and there are no stepping stones after. 
Funding is so focused on new and local work that we are feeling very sheltered and unable to learn and grown from our colleagues across the country or internationally. 
I believe on paper MAC is making good choices however we are not seeing the opportunities or the work develop in a way that feels like it will be a progressive development of local, exceptional talent. It feels spread thin and abandoning excellence, which will decrease our audiences. If we are looking to develop new local talent then we need to examine how to ensure they are supported by having opportunities at a range of levels for a sustained period of time.",8,1,2,5,7,3,9,4,6,"Invested in a range of arts organizations in regards to the stages of our local artists. Initial presentations for practice, networking, exposure. More support for mid level Indie organizations who provide new local artists with professional practice and experience. Significantly more funding for professional development, including out of province or country training/residencies.","We are a very isolated community, we have minimal access to continued training, and while championing local is excellent and should be prioritized we also grow when exposed to new ideas, the bar is raised when we experience and work with new artists, and when we have the opportunity to go and come back and bring fresh ideas to our community, and also share our experiences elsewhere. I believe MACs travel/PD grant is $1000. This is not enough to have a significant impact on the growth and development of our artists. MAC has also stated things like Assisting or shadowing a director in a theatre production is no longer considered PD... however in MB we do not have access to training at any of our institutions for that kind of development. I believe MAC needs to hear from the community as well as our training institutions and reevaluate what they consider PD. ",Funded,Individual,R3G,192,Capital Region,Winnipeg Area
118979837246,2025-10-20,completed,No,No,Individual Artist,NA,Craft,NA,R3G1T8,they do programs??,Not at all confident,Poor,Poor,Poor,Poor,Poor,Poor,Poor,Poor,ask programs & agencies to provide a poster or your information in there buildings or connect a link on their websites to yours where community programs are held. ,Very disconnected,as an artist/crafter I was unaware of any individual funding. the programs offered around the community do not say where they received funding .,2,3,6,7,8,9,4,1,5,NA,NA,"Did not apply, not funded",Individual,R3G,193,Capital Region,Winnipeg Area
118979827206,2025-10-20,completed,Yes,Yes,Individual Artist,NA,Dance,NA,R3M1R4,Promote and support financially Arts/culture through Artists and Artistic Organizations in Manitoba.,Very confident,Excellent,Good,Good,Good,Excellent,Good,Good,Good,More clarity in grant writing process.,Very connected,NA,1,5,6,2,3,4,8,7,9,More of the same,N/A,Funded,Individual,R3M,194,Capital Region,Winnipeg Area
118979825849,2025-10-20,partial,No,Yes,Individual Artist,NA,Literary Arts,NA,R3R1Z9,Funding the Arts and Artists,Confident,Excellent,Good,Excellent,Fair,Good,Good,Good,Good,More funding,Very connected,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,"Applied, not funded",Individual,R3R,195,Capital Region,Winnipeg Area
118979821646,2025-10-20,completed,No,Yes,Arts/Cultural Organization,NA,Music,NA,R3G2M1,To support and fund Arts organizations in Manitoba,Not very confident,Good,Good,Good,Poor,Good,Fair,Poor,Fair,The awarding process needs to be improved. ,Disconnected,Little consideration in funding priorities for organizations,3,2,5,4,6,8,9,7,1,I think there would be a priorization of arts organizations in the province and funding would be based on that criteria.   There would be more operational funding.,NA,"Applied, not funded",Organization,R3G,196,Capital Region,Winnipeg Area
118979820253,2025-10-20,completed,No,Yes,Arts/Cultural Organization,NA,Visual Arts,NA,R0E1A0,Support artists and art practice in Manitoba.,Confident,Excellent,Fair,Good,Fair,Excellent,Good,Poor,Don't know,"Provide feedback at the same time the approval/decline message is sent to the organization.  
",Connected,NA,1,2,6,9,5,8,7,4,3,"A larger percentage of the funding pot distributed to grassroots and smaller organizations.  These organizations introduce arts to the community and build the support for the arts.  The first time someone is introduced to visual arts or music is not in a large gallery or concert hall, it is in their community.   These organizations have either none or one staff and volunteers are responsible for all aspects of the organization.  The large arts groups get large grants while they also have large staff contingents, entire departments devoted to resource development and marketing, so it is easier for them to raise funds.  ","Expand your model.  There are many small arts organizations doing excellent work in our Province, but they might not fit into the current ""box"". ","Applied, not funded",Organization,R0E,197,Interlake,Outside Wpg
118979810741,2025-10-20,completed,No,Yes,Missing,Multicultural heritage village ,Missing,"We promote all cultural we host a huge Culturama with dance singing food. We hold craft , cultural workshops, cultural food workshop",R0C0A0,Funding the creation and sharing of arts & culture for the benefit of all Manitobans . ,Very confident,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't know,"Allow culture and Heritage organization recalled to apply. 
We fit every single criteria for applying but are disqualified .  We bring alot of arts and culture to our community but can’t apply for any assistance thru your organization ",Connected,NA,2,1,5,7,6,3,9,4,8,"I believe that what you are  doing is worthwhile and so necessary to help establish so many different programs so many new  installations, nurturing so many new arts and cultural ideas and start ups.   It’s so wonderful to see what’s being done in Winnipeg and the province of Manitoba. Thank you for thst. ","I would be like to see that organization meets or exceeds the criteria that they be allowed to applying if the organization is bringing arts and culture to their community, a small northern community that they be allowed to apply being a Multicultural Heritage Village I don’t feel they should be penalized for that, but not being allowed to apply","Applied, not funded",NA,R0C,198,Interlake,Outside Wpg
118979808320,2025-10-20,completed,No,No,Individual Artist,NA,Visual Arts,NA,R0C0A0,"To provide leadership, assistance & correspondence amongst Manitoba artists.
 ",Confident,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,"I feel that I need to know more about MAC, before I am able to respond in a favourable or otherwise way. ",Connected,NA,1,4,9,6,7,2,8,3,5,"I like to hear MORE about individual artists and their journey!  An intriguing story is an inspirational one!  I know MANY have commented on my story from a Forensic artist to a sculptor/cartoonist & author!  ART has also been VERY important for me on my PTSD therapy recovery.  MAC cab take a role in this area as talking and doing something about mental help is VERY topical!  I would be happy to share my experience (to HELP others like me).  Others= Police, Military, Fire paramedics, corrections, health profession etc.. ","See BOX 12 and call me at 204-641-8041 & I will expand.
","Did not apply, not funded",Individual,R0C,199,Interlake,Outside Wpg
118979803797,2025-10-20,completed,No,Yes,Individual Artist,NA,Media Arts,NA,R2W2N7,To manage public money that is allocated for artists. ,Confident,Good,Good,Excellent,Fair,Good,Poor,Fair,Don't know,"I hear it is more and more difficult to get grants. I have an excellent record with the granting bodies, but have not been able to get a grant for years. I don't know how you can do better but you aren't reaching me. ",Disconnected,"I believe MAC has had an influx of new clients. When competition is that great, it's impossible for many to make progress. ",Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Something different. More individual support. More opportunity. ,Don't forget the little guy. ,"Applied, not funded",Individual,R2W,200,Capital Region,Winnipeg Area
118979801710,2025-10-20,completed,Yes,Yes,Arts/Cultural Organization,NA,Media Arts,NA,R3B1H3,"To foster and expand arts in Manitoba, as well as the appreciation of the arts",Confident,Excellent,Good,Good,Good,Good,Good,Don't know,Don't know,"It’s really focused on institutional arts, which I presume it allocates the lion’s share of funding for historical reasons. A disproportionate “too big to fail” organizations (I’ve heard them refer to themselves like this in sector events) makes it very difficult for the sector to expand out of its historic problems. It MAC offered more support on smaller orgs with budgets <$750,000, the sector would likely become more expansive.  ",Connected,NA,4,6,1,2,3,7,9,5,8,"A place where everyone - aspiring and established artists, and audiences alike - can find community and access. ",Reconsider how it supports organizations with budgets <$750K in ways that are different from the self-described “too big to fail” entities. ,Funded,Organization,R3B,201,Capital Region,Winnipeg Area
118979793335,2025-10-20,completed,Yes,Yes,Individual Artist,NA,Craft,NA,R0E1L0,To support arts and artists in manitoba,Confident,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Don't know,"Indigenous people on the board, no tokens or self declared allowed

No self declarations for indigenous grants",Connected,NA,1,2,7,6,5,8,9,3,4,The board is not primarily comprised of moniyawak settlers,"Pretty good run, receptive to feedback generally",Funded,Individual,R0E,202,Interlake,Outside Wpg
118979793321,2025-10-20,partial,No,Yes,Missing,Arts professional,Missing,Visual and performing arts,R0K1G0,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,"Applied, not funded",NA,R0K,203,Westman,Outside Wpg
118979792685,2025-10-20,completed,Yes,No,Arts/Cultural Organization,NA,Literary Arts,NA,R3G1C7,To support artists and arts organizations across the Province of Manitoba.,Very confident,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,NA,Very connected,NA,1,2,7,5,6,8,9,3,4,Raised the recognition of the value of the art and its manifestations within Manitoba's many communities. Raised the recognition of the arts as a economic driver and raised the level of financial support for the arts from both the public and private sector. ,NA,Funded,Organization,R3G,204,Capital Region,Winnipeg Area
118979788338,2025-10-20,completed,Yes,Yes,Individual Artist,NA,Media Arts,NA,R3X0J6,My understanding is that MAC's purpose is to fund the creation and sharing of art for the benefit of Manitobans.,Confident,Good,Good,Fair,Good,Fair,Fair,Fair,Fair,Continue to offer workshops to help artists improve their grant writing skills and understand how to write a MAC grant application that stands out.,Connected,NA,1,4,8,7,6,5,9,2,3,NA,NA,Funded,Individual,R3X,205,Capital Region,Winnipeg Area
118979783538,2025-10-20,completed,No,No,Individual Artist,NA,Inter-arts,NA,R0E1T0,To nurture all art forms in Manitoba,Don’t know enough to answer,Good,Good,Don't know,Good,Good,Good,Good,Don't know,Try to obtain more financial support so you can provide more support for artits and less competition for limited resources,Connected,NA,1,2,5,6,7,8,3,9,4, I fear that MAC's impact will be severely limited in the future as funds dry up,NA,"Did not apply, not funded",Individual,R0E,206,Eastman,Outside Wpg
118979783444,2025-10-20,completed,Yes,Yes,Arts/Cultural Organization,NA,Inter-arts,NA,R3B1H3,To distribute provincial funding to artists and arts organizations,Very confident,Excellent,Fair,Good,Good,Good,Fair,Fair,Don't know,increasing operate funding,Connected,NA,1,6,5,3,4,2,7,8,9,"More of the same! I dream that they have successfully helped galvanize the arts sector and advocated for steady increases to funding from the government, allowing for operational funding to increase as inflation does! ","I would like them to know that the new ""looking forward"" grant program feels slightly disconnected from what it seems like many orgs are focusing on - IE staffing and covering increasing overhead costs. The program seems great for the consultants hired through these projects, but benefit feels a bit far removed. ",Funded,Organization,R3B,207,Capital Region,Winnipeg Area
118979780516,2025-10-20,completed,Yes,No,Missing,"Home Routes hold a unique place on the cultural landscape. We are not traditional presenters, we build tours working with either community volunteers are partner organization to host low overhead , and intimate concerts for Artists from Manitoba , Canada and beyond to perform in Rural and urban communities in Manitoba and the rest of Canada. ",Music,NA,R3G1P2,"To fund Arts organizations and their endeavors in the province, and in a limited way, support artists ( musicians) ",Confident,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Don't know,"One of the most significant barriers we face is the requirement to report through CADAC. This system does not reflect the reality of how many community-based and touring organizations actually operate. Our model is unique but effective: we design, schedule, promote, and deliver concerts; we guarantee artists fair fees; we pay artists immediately at the venue through ticket revenue collected by local volunteers; and we reconcile our share only after the performances. This model ensures artists are paid quickly and fairly while keeping our administrative costs low and community impact high.

However, CADAC only allows us to report a fraction of our actual activity and revenue—only revenue that goes through our bank account, which is 20% of the income directly generated through our work. As a result, our organization appears artificially small and underperforming on paper, despite running 18 successful seasons of province-wide cultural service. This creates a distorted view that negatively affects assessment, funding levels, and credibility. We have explained this repeatedly, yet there has been no meaningful adjustment to accommodate organizations like ours.

The current system seems designed for large urban institutions with conventional box-office models—not flexible, grassroots cultural networks that prioritize access, affordability, and artist-centred economics. If the Arts Council truly values diversity in the cultural ecosystem, it must adopt funding and reporting systems that recognize different, equally valid models of success.

In addition, the ongoing burden of excessive reporting and justification is draining valuable time and resources. Legacy organizations with decades of proven impact should not be forced to repeatedly re-prove our worth. There should be a tiered trust system and streamlined reporting for organizations with sustained track records and demonstrated community value. Accountability is important, but it must be balanced with respect for organizational capacity and recognition of long-term contribution.

In short:
	•	Replace or significantly reform CADAC so it accurately captures diverse revenue and operational models.
	•	Introduce flexible reporting frameworks for organizations delivering community impact in non-traditional ways.
	•	Reduce administrative burden for long-standing, mission-driven organizations so we can focus on delivering cultural programming—not paperwork.

The Arts Council has an opportunity to become a true partner in building cultural infrastructure rather than a gatekeeper of outdated systems.
",Connected,NA,1,6,3,8,5,2,7,4,9,"In ten years, I hope to see the Arts Council…

A visible and vocal champion for the arts—one that actively advocates for significantly increased public investment in artists and cultural organizations. The arts should be impossible to overlook, even for those who aren’t already paying attention.

I envision an Arts Council that treats organizations of all sizes—with different mandates, histories, and community impacts—with equal respect. In the past, important cultural initiatives like the Folk Festival, the West End Cultural Centre and Home Routes struggled for recognition and support. It shouldn’t take years of persistence or political restructuring for innovative, community-driven ideas to be valued.

The Arts Council of the future will remove unnecessary barriers for new and emerging organizations. It will recognize that meaningful cultural work doesn’t always fit inside rigid eligibility criteria, competitive silos, or one-size-fits-all funding portals. Flexibility must be built into the system, because creative ecosystems thrive on experimentation and community entrepreneurship.

I would also like to see a shift in priorities—less bureaucracy and institutional overhead, and more funding reaching artists and organizations on the ground. Community arts groups are the cultural fabric of this province. Many of us operate with modest budgets, paying living wages where we can, and generating cultural and social impact far beyond our financial size. Yet we still struggle to grow sustainably. Every dollar should reflect the value and necessity of what we contribute.

In short: less red tape, more trust. Less gatekeeping, more partnership. Less performative administration, and more investment where it matters—in artists, creativity, and community. That’s the Arts Council we hope to work with in the next decade.
","We are genuinely grateful for the support we receive and for the work the Arts Council does for the cultural sector. We especially want to acknowledge Cathleen Enns, whose understanding of our work and consistent advocacy have made a real difference. She is thoughtful, responsive, and committed to helping us navigate challenges, and we deeply value her partnership.

Thank you for the opportunity to share our perspective—we care about this relationship and look forward to continuing to build something meaningful for artists and communities together.
",Funded,NA,R3G,208,Capital Region,Winnipeg Area
118979768040,2025-10-20,completed,Yes,Yes,Individual Artist,NA,Missing,Dance / Performance Art / Theatre,R0C1B0,To support Manitoban artists.,Not very confident,Excellent,Fair,Fair,Poor,Poor,Fair,Don't know,Poor,"More focus on individual artists, their concerns and their variety of needs.",Disconnected,"1. Professional development and travel opportunities often have timelines that do not align with MAC’s application deadlines, making it difficult for artists to access support when opportunities arise.

2. The funding amounts available for travel and professional development are significantly out of step with current travel and accommodation costs.

3. Complaints regarding funded organizations are not taken seriously. Officers handling such matters do not appear to conduct meaningful follow-up or inquiry.

4. I was once advised by a MAC officer to “get a sugar daddy” as a means of financial support. This was highly unprofessional and dismissive.

5. Despite being a practicing professional artist for over 20 years — and having successfully written and led numerous MAC-supported grants — I have never served on a jury. This lack of engagement suggests that I am not regarded as a peer in my own artistic community, which is discouraging given my contributions and experience.

6. Based on my experience working for organizations funded by arts councils, MAC appears to rely heavily on organizational self-reporting rather than conducting its own assessments. Many organizations tailor their reports to meet perceived council expectations rather than accurately reflecting outcomes. MAC should take a more active role in evaluating whether organizations’ activities genuinely align with their stated objectives and commitments.

7. Individual artists need more direct support opportunities. The majority of MAC’s funding and programming appears to prioritize organizations over individual practitioners.

8. Many organizations are financially unsustainable, relying heavily on grants (in one case, 94% of revenue) while allocating a disproportionate percentage (e.g., 40%) of their budgets to administration rather than artists. This raises questions about how MAC evaluates and justifies ongoing support for such organizations.
",4,9,5,6,8,1,7,2,3,I hope for a community filled with active individual artists who are not dependent on organizations to have opportunities or to justify/validate their practice.,NA,Funded,Individual,R0C,209,Interlake,Outside Wpg
118979767056,2025-10-20,completed,No,Yes,Teacher,NA,Music,NA,R7B1R7,To support and encourage arts initiatives across the province,Not very confident,Good,Good,Good,Good,Good,Good,Good,Missing,More presence and major grants for communities beyond Winnpeg.,Connected,NA,4,3,5,6,7,8,9,1,2,'Has created more links to the commercial arts environment. e.g. All USA country music artists gained renown through commercial outlets. They represent what people want to hear as well as skilled marketing. ,"Perhaps offer private music lessons, even piano, within schools. Brandon's fiddle program in disadvantaged area (New Era School) discontinued because of lack of funding. Fiddles in storage.","Applied, not funded",Individual,R7B,210,Westman,Outside Wpg
118979763287,2025-10-20,partial,Yes,Yes,Arts/Cultural Organization,NA,Music,NA,R3P2N2,To support artistic work that serves Manitobans.,Not very confident,Good,Fair,Good,Fair,Good,Good,Fair,Good,MAC should consider the legacy that long standing organizations have made to the community and continue to fund them while adjusting to the current demands of inclusion.,Connected,NA,2,1,5,6,7,8,9,3,4,NA,NA,Funded,Organization,R3P,211,Capital Region,Winnipeg Area
118979762435,2025-10-20,completed,Yes,Yes,Individual Artist,NA,Theatre,NA,R3T0A7,Provide opportunities for artists to bring their work to community.,Confident,Excellent,Good,Good,Poor,Fair,Poor,Good,Poor,"If there is a small error on a grant, let the jury see it anyway.  For example, I had one page if s commitment form ftom s previous year and it was deemed ineligible.  That was nit necessary.",Connected,NA,1,9,6,5,3,8,4,2,7,More monies going directly to artists instead of organizations.,"If an application is supposedly inegible, give the artist a chance to correct the problem.",Funded,Individual,R3T,212,Capital Region,Winnipeg Area
118979760953,2025-10-20,partial,Yes,Yes,Individual Artist,NA,Theatre,NA,R3T0A7,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,Funded,Individual,R3T,213,Capital Region,Winnipeg Area
118979760209,2025-10-20,completed,No,No,Individual Artist,NA,Literary Arts,NA,R3G3C2,To provide funding and support for the arts and artists in Manitoba ,Confident,Good,Good,Don't know,Good,Excellent,Good,Don't know,Don't know,"To venture more cross culturally beyond the usual parameters of English, French, indigenous.",Connected,NA,8,7,3,4,2,6,9,1,5,They will have partnered more significantly with Folklorama and liased with other significant ethnocultural populations in Manitoba beyond the French English and indigenous,No,"Did not apply, not funded",Individual,R3G,214,Capital Region,Winnipeg Area
118979757892,2025-10-20,partial,No,No,Student of the Arts,NA,Literary Arts,NA,R3T1W4,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,"Did not apply, not funded",Individual,R3T,215,Capital Region,Winnipeg Area
118979754715,2025-10-20,completed,Yes,No,Individual Artist,NA,Music,NA,R2N1H2,"I believe the Manitoba Arts Council's purpose is to promote and support the arts and culture by funding artists, arts organizations, and cultural professionals. With decisions based on artistic merit through a peer-assessment process Mac's helps Manitoba artist to develop their full creative potential in diverse arts manners such as music, dance and visual arts. ",Very confident,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Helping to promote the funded artists. ,Very connected,NA,1,3,5,6,7,8,9,4,2,In 10 years from now I picture the impact of the art work MAC have funding to be recognized by the city of Winnipeg as crucial to the critical thinking raising bar. ,I'd like to be grateful for their wonderful support! ,Funded,Individual,R2N,216,Capital Region,Winnipeg Area
118979753073,2025-10-20,completed,Yes,Yes,Individual Artist,NA,Media Arts,NA,R3G,"To support arts creators, arts organizations, and their work with communities",Confident,Excellent,Excellent,Excellent,Fair,Good,Fair,Fair,Fair,I would like to receive a breakdown of the evaluation of my submitted proposals. It should be a requirement of the jury members that they submit such a breakdown so artists can receive feedback.,Very connected,NA,1,2,3,6,7,5,8,4,9,They have contributed to the creation of new artwork in the province reflecting the diversity of experiences here.,NA,Funded,Individual,R3G,217,Capital Region,Winnipeg Area
118979752619,2025-10-20,completed,Yes,No,Arts/Cultural Organization,NA,Missing,variety of artistic activities depending on availability of artists,R5H1C2,By providing funds to a local non-profitable organisation in a rural townwho are providing awareness to the arts and culture in Manitoba,Confident,Good,Good,Good,Fair,Excellent,Good,Don't know,Don't know,More funding to the rural communities - we are a cactus in the desert - easily acceptable grants to help with artistic activities in a rural setting with less criteria,Connected,NA,2,1,4,3,9,5,6,7,8,The smaller communities have a guaranteed grant for artistic opportunities without extensive details but need to be accountable for funds recieved,Broaden the criteria of some grants so that small amounts do not need so many details or criteria so smaller organisations try out different activities,Funded,Organization,R5H,218,Eastman,Outside Wpg
118979751379,2025-10-20,completed,No,Yes,Individual Artist,NA,Theatre,NA,R3R1W2,To support Manitoban artists and arts organizations.,Confident,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Don't know,More help with monetary or networking based opportunities for experienced artists with big ideas who are NOT currently connected to an organization.,Connected,NA,8,5,6,7,3,2,1,4,9,Supported artists through the development of large scale events and/or exhibits that receive nation-wide press and acclaim.,I am personally an individual not connected to an organization but would be thrilled to produce in Manitoba with Manitoban artists and the support of MAC would mean the difference between bringing these ideas home to Manitoba or shopping them out to companies in Ontario.,"Applied, not funded",Individual,R3R,219,Capital Region,Winnipeg Area
118979750592,2025-10-20,completed,Yes,No,Community-based Organization,NA,Visual Arts,NA,R0M0C0,To support artists and arts organizations in Manitoba.,Confident,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Don't know,Excellent,Increased budget to disperse to artists and arts oranizations. We sincerely appreciate that the application for grants has moved to be more merit based rather than organizations being grandfathered in with newer organiaztons being excluded.   ,Connected,NA,1,2,6,7,4,9,8,5,3,"Continued to creating art accessible to all.  You cannot become a professional artist if you never have a chance to now what art is, begin creating, or be an amateur artist. ","Rural counts.  Mileage and distance costs are expensive and limiting.  While our population is small, art is just as important is rural areas.  population density may make Costs per person slightly higher but the impact on the lives of these poeple is very important.  The opportunity to for all ages to create art (recreationally or professionally) is very important to quality of life, economic development, and mental health. ",Funded,Organization,R0M,220,Westman,Outside Wpg
118979750312,2025-10-20,completed,No,Yes,Individual Artist,NA,Visual Arts,NA,R2J1V1,To distribute money to the artistic community of Manitoba ,Not very confident,Good,Fair,Good,Poor,Good,Good,Poor,Don't know,Make individual grant applications anonymous to avoid political merit being more important than artistic merit. ,Connected,NA,1,9,8,4,7,2,6,3,5,They have created an environment where artists are actually able to make a living through their art. ,"Less politics, less research and studies, more money in artists pockets. ","Applied, not funded",Individual,R2J,221,Capital Region,Winnipeg Area
118979749610,2025-10-20,completed,No,Yes,Arts/Cultural Organization,NA,Missing,Digital Interactive Arts,R3C0K8,Support arts and artists in the province by providing funds for activities.,Not very confident,Fair,Poor,Fair,Poor,Fair,Fair,Poor,Poor,"A future-proof thinking, understanding the Arts are changing significantly recently and embracing the newer forms of artistis expressions.",Disconnected,"Rarely we see MAC supporting innovative and experimental digital arts, which is becoming quite common across the globe. Other provinces are thriving with digital arts festivals, independent events, all supported by their local programs.",4,3,1,2,7,8,9,5,6,"I want to see local innovative, experimental artists having their work shown, equally with international known artists.","Understand the new ways of expressing creativity. 
Embracing new forms of art, such as interactive animation, AI.","Applied, not funded",Organization,R3C,222,Capital Region,Winnipeg Area
118979749271,2025-10-20,completed,Yes,Yes,Individual Artist,NA,Craft,NA,R2L2A3,To promote and provide opportunities for artists in Manitoba through funding and practical guidance.,Very confident,Excellent,Excellent,Excellent,Good,Excellent,Fair,Fair,Don't know,If the decisions can be made sooner than 3 months.,Connected,NA,1,3,8,6,7,5,2,4,9,Encourage and promote more multi-media/mediums art projects. Digital and traditional forms combined.,"More promotion of Manitoba artists. i.e. Artist profiles, etc.",Funded,Individual,R2L,223,Capital Region,Winnipeg Area
118979748403,2025-10-20,partial,Yes,Yes,Collective / Group of Artists,NA,Inter-arts,NA,R3B1W7,NA,Very confident,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,NA,Connected,NA,8,4,1,2,3,6,9,5,7,NA,NA,Funded,Organization,R3B,224,Capital Region,Winnipeg Area
118979747782,2025-10-20,completed,Yes,Yes,Arts/Cultural Organization,NA,Missing,Architecture,R3B0W5,Providing advice and funding support to arts and cultural individuals and groups,Confident,Excellent,Excellent,Excellent,Good,Good,Fair,Don't know,Don't know,More operational funding,Connected,NA,1,6,5,4,8,2,9,7,3,NA,NA,Funded,Organization,R3B,225,Capital Region,Winnipeg Area
118979745116,2025-10-20,completed,Yes,Yes,Arts/Cultural Organization,NA,Visual Arts,NA,R3C0W5,To fund the creation and delivery of arts and artistic/cultural programming throughout Manitoba.,Not very confident,Good,Good,Fair,Poor,Fair,Fair,Fair,Fair,"More general funding for broadening audiences; MAC funding has become far too niche, outstripping organizational abilities to deliver wide, general artistic and cultural programming. Instead, MAC appears to evaluate and fund based on identities and backgrounds; while it is important to widen artistic funding and programming delivery to diverse populations, it feels disingenuous to restrict access to funding to organizations that serve broad and general audiences. ",Disconnected,"MAC is has become very performative, rather than impactful. Arts and cultural organizations need funding and expertise to allow our sector to thrive, not small token gestures. ",1,7,4,3,2,8,9,6,5,"Something totally different. Manitoba used to have one of the leading arts and cultural sectors in Canada, a hot bed for new and exciting works, and a place that attracted creativity. That has greatly diminished. 

While I understand MAC is restricted by public sector funding, I feel that they are disconnected from the reality of the general public and organizations. More than ever, people need the arts, yet people do not see their interests or passions reflected in what is being funded. 

For example, year-round operating funding for small weekend-only festival and events would be better spent going directly to the artists creating the art exhibited at the festivals. Having paid year-round staff is extremely costly, and means a lot of artistic works could have been better funded or more artists being funded total. 

MAC has become too political, clearly prioritizing ideology ahead of artistic impact and ability. The average Manitoban does not seem them reflected in a lot of the programming or organizations you fund, leaving them disconnected from our incredible arts and cultural sector. 

Be impactful, not performative.",NA,Funded,Organization,R3C,226,Capital Region,Winnipeg Area
118979745076,2025-10-20,completed,No,Yes,Individual Artist,NA,Literary Arts,NA,R2H1V1,"Having a society which allows artist to exist and to grow, knowing that the market is small to make a living as a artist in Manitoba, especially if you are Francophone.",Confident,Good,Good,Good,Good,Good,Fair,Don't know,Don't know,make sure we do no forget anyone that deserve to be funded.,Connected,NA,1,8,3,2,5,7,9,6,4,"the embrace the bilinguism of the province, making sur underrepresented artist are able to grow as artist. Artist are known outside Manitoba. Manitoban are proud of their artist, know them, celebrate them.","it would be nice for them to explore other similar organization in other country and see what they can do better. We are missing literary Festival (the one we have seems to miss its target). Where is the poetry Festival embracing the city. We are also missing literary award, this is a shame. ","Applied, not funded",Individual,R2H,227,Capital Region,Winnipeg Area
